country	type	tier	name	HP	front	sides	rear	view	tfront	tsides	trear	reload	clip_count	clip_rate	shell1_type	shell1_pierce	shell1_damage	shell2_type	shell2_pierce	shell2_damage	shell3_type	shell3_pierce	shell3_damage
ussr	HT	5	KV-220-2	690	120	100	100	310	90	75	75	4.2	-	-	AP	99	110	APCR	121	110	HE	38	156
ussr	HT	5	KV-1	640	75	75	70	310	110	110	110	5.1	-	-	AP	120	160	APCR	161	160	HE	43	280
ussr	HT	5	Churchill III	700	176	76.2	50.8	350	88	88	76.2	2.2	-	-	AP	110	75	APCR	180	75	-	-	-
ussr	HT	5	KV-220-2 Beta Test	690	120	100	100	310	90	75	75	4.2	-	-	AP	99	110	APCR	121	110	HE	38	156
ussr	HT	5	KV-1S	620	75	60	60	320	82	75	75	4.8	-	-	AP	119	160	APCR	159	160	HE	43	280
ussr	HT	5	KV-1S	660	75	60	60	340	82	82	82	4.8	-	-	AP	119	160	APCR	159	160	HE	43	280
france	LT	5	AMX ELC bis	320	25	10	15	360	20	15	10	10.5	-	-	AP	120	240	APCR	150	240	HE	45	320
germany	LT	5	VK 16.02 Leopard	380	50	30	30	360	50	30	30	1.6	9	300	AP	95	30	APCR	110	30	HE	15	40
germany	LT	5	VK 16.02 Leopard	380	50	30	30	360	50	30	30	2.5	-	-	AP	100	70	APCR	130	70	HE	25	90
usa	LT	5	M24 Chaffee	360	25.4	25.4	19.1	360	38.1	25.4	25.4	4	-	-	AP	96	110	APCR	143	110	HE	38	175
usa	LT	5	M24 Chaffee	360	25.4	25.4	19.1	360	38.1	25.4	25.4	3.8	-	-	AP	96	110	APCR	143	110	HE	38	175
usa	LT	5	M7	350	38.1	33.3	31.7	360	52.3	41.2	41.2	2.2	-	-	AP	105	75	APCR	170	75	-	-	-
usa	LT	5	M7	350	38.1	33.3	31.7	360	52.3	41.2	41.2	3.8	-	-	AP	90	110	APCR	125	110	HE	38	175
usa	LT	5	M7	350	38.1	33.3	31.7	360	52.3	41.2	41.2	3.8	-	-	AP	92	110	APCR	127	110	HE	38	175
ussr	LT	5	T-50	360	37	37	37	350	37	37	15	2.2	-	-	AP	90	70	APCR	130	70	HE	23	85
china	MT	5	Type T-34	450	45	40	40	350	52	52	45	2.8	-	-	AP	112	85	APCR	189	85	HE	29	95
czech	MT	5	�_koda T 24	450	50	30	30	350	50	30	30	4	-	-	AP	132	110	APCR	185	110	HE	38	175
france	MT	5	Renault G1	460	60	60	60	350	60	60	60	4.2	-	-	AP	100	110	APCR	129	110	HE	38	175
france	MT	5	Renault G1	460	60	60	60	350	60	60	60	10.8	-	-	HEAT	104	350	HE	53	410	-	-	-
germany	MT	5	Turán III prototípus	570	50	25	25	330	75	35	55	4	-	-	AP	113	110	APCR	160	110	HE	38	175
germany	MT	5	Pz.Kpfw. V/IV Alpha	520	85	40	40	365	50	30	30	4.2	-	-	AP	110	110	APCR	158	110	HE	38	175
germany	MT	5	Pz.Kpfw. T 25	610	50	45	35	320	60	60	35	4.2	-	-	AP	116	110	APCR	167	110	HE	38	175
germany	MT	5	Pz.Kpfw. IV Ausf. H	480	80	30	20	350	50	30	30	4.2	-	-	AP	110	110	APCR	158	110	HE	38	175
germany	MT	5	Pz.Kpfw. IV Ausf. H	480	80	30	20	350	50	30	30	8	-	-	AP	64	350	HEAT	104	350	HE	53	410
germany	MT	5	Pz.Kpfw. IV hydrostat.	550	50	30	20	330	50	30	30	4.2	-	-	AP	110	110	APCR	158	110	HE	38	175
germany	MT	5	Pz.Kpfw. V/IV	520	85	40	40	365	50	30	30	4.2	-	-	AP	110	110	APCR	158	110	HE	38	175
germany	MT	5	Pz.Kpfw. III Ausf. K	600	50	30	50	350	50	30	30	4.2	-	-	AP	103	110	APCR	139	110	HE	38	175
germany	MT	5	Pz.Kpfw. III/IV	480	80	30	20	350	50	30	30	4.2	-	-	AP	110	110	APCR	158	110	HE	38	175
japan	MT	5	Type 3 Chi-Nu Kai	480	50	25	20	350	75	50	50	5	-	-	AP	124	125	AP	155	125	HE	38	175
japan	MT	5	Type 3 Chi-Nu	480	50	25	20	350	50	35	25	5	-	-	AP	124	125	AP	155	125	HE	38	175
sweden	MT	5	Strv m/42	450	55	30	20	350	55	30	20	5	-	-	AP	115	150	AP	144	150	HE	38	185
uk	MT	5	Matilda Black Prince	610	75	70	55	350	76.2	63.5	57.2	2.2	-	-	AP	110	75	APCR	180	75	HE	30	100
uk	MT	5	Sherman III	465	50.8	38.1	38.1	370	63.5	63.5	63.5	4.2	-	-	AP	128	115	AP	149	115	HE	38	185
uk	MT	5	Crusader	450	40.2	28.3	28.3	360	50.8	23.5	29.7	2.2	-	-	AP	110	75	APCR	180	75	HE	30	100
usa	MT	5	Ram II	610	76.2	63	38	330	76.2	76.2	51	2.2	-	-	AP	105	75	APCR	170	75	-	-	-
usa	MT	5	M4 Sherman	460	50.8	38.1	38.1	370	63.5	63.5	63.5	4.2	-	-	AP	128	115	APCR	177	115	HE	38	185
usa	MT	5	M4 Improved	480	50.8	63.5	50.8	370	76.2	50.8	50.8	3.8	-	-	AP	92	110	APCR	127	110	HE	38	175
usa	MT	5	M4A2E4 Sherman	480	65	38.1	38.1	370	76.2	50.8	50.8	3.8	-	-	AP	92	110	APCR	127	110	HE	38	175
ussr	MT	5	T-34	450	45	45	40	350	52	52	45	2.8	-	-	AP	112	85	APCR	189	85	HE	29	95
ussr	MT	5	T-34	450	45	45	40	350	52	52	45	4.5	-	-	AP	125	115	APCR	156	110	HE	39	165
ussr	MT	5	Matilda IV	610	75	70	55	350	75	75	75	3.7	-	-	AP	86	110	APCR	102	110	HE	38	156
france	SPG	5	AMX 13 105 AM mle. 50	220	40	20	15	265	-	-	-	10.2	-	-	HE	30	445	-	-	-	-	-	-
france	SPG	5	105 leFH18B2	260	60	60	55	390	-	-	-	11.4	-	-	AP	64	350	HEAT	104	350	HE	53	410
germany	SPG	5	Grille	240	15	15	10	260	-	-	-	17.1	-	-	HE	38	540	-	-	-	-	-	-
uk	SPG	5	Bishop	350	60	50	60	250	-	-	-	15.8	-	-	HE	28	450	-	-	-	-	-	-
usa	SPG	5	M41 HMC	230	12.7	12.7	12.7	260	-	-	-	17.1	-	-	HE	38	550	-	-	-	-	-	-
ussr	SPG	5	SU-122A	210	25	15	10	255	-	-	-	20.2	-	-	HE	38	600	-	-	-	-	-	-
france	TD	5	S35 CA	330	56	35	35	340	-	-	-	7.4	-	-	AP	135	240	APCR	175	240	HE	45	320
germany	TD	5	StuG III Ausf. G	350	80	30	50	310	-	-	-	3.8	-	-	AP	150	135	APCR	194	135	HE	38	175
germany	TD	5	StuG IV	360	80	30	20	310	-	-	-	3.8	-	-	AP	110	110	APCR	158	110	HE	38	175
germany	TD	5	Pz.Sfl. IVc	350	20	14.5	14.5	340	-	-	-	6	-	-	AP	194	240	APCR	237	240	HE	44	295
sweden	TD	5	Ikv 103	350	18.5	7	12	340	-	-	-	8	-	-	HEAT	120	300	HEAT	140	300	-	-	-
sweden	TD	5	Ikv 103	350	18.5	7	12	340	-	-	-	8	-	-	AP	102	320	HEAT	110	300	HE	53	370
uk	TD	5	Archer	360	20	20	20	360	-	-	-	3.2	-	-	AP	171	150	APCR	239	150	HE	38	190
uk	TD	5	AT 2	450	203.2	101.6	101.6	310	-	-	-	2.2	-	-	AP	110	75	APCR	180	75	HE	30	100
uk	TD	5	AT 2	450	203.2	101.6	101.6	310	-	-	-	7.4	-	-	HEAT	110	280	HE	47	370	-	-	-
usa	TD	5	M10 Wolverine	360	38.1	19.1	19.1	370	-	-	-	3.4	-	-	AP	128	115	APCR	177	115	HE	38	185
usa	TD	5	M10 Wolverine	360	38.1	19.1	19.1	370	-	-	-	3	-	-	AP	128	115	APCR	177	115	HE	38	185
usa	TD	5	T67	360	12.7	12.7	12.7	340	-	-	-	3.4	-	-	AP	128	115	APCR	177	115	HE	38	185
ussr	TD	5	SU-85	350	45	45	40	280	-	-	-	5.3	-	-	AP	144	180	APCR	194	180	HE	44	300
ussr	TD	5	SU-85I	380	60	30	50	330	-	-	-	4.3	-	-	AP	119	160	APCR	161	160	HE	43	280
france	HT	6	ARL 44	820	120	60	40	350	110	30	30	7.4	-	-	AP	212	240	APCR	259	240	HE	45	320
germany	HT	6	VK 36.01 (H)	950	100	60	60	370	100	80	80	6.8	-	-	AP	145	220	APCR	194	220	HE	44	270
germany	HT	6	VK 36.01 (H)	950	100	60	60	370	100	80	80	5.1	-	-	AP	157	135	APCR	221	135	-	-	-
japan	HT	6	O-I	950	150	70	150	370	150	150	150	18.8	-	-	AP	121	700	HEAT	150	700	HE	75	910
japan	HT	6	O-I	950	150	70	150	370	150	150	150	10.2	-	-	AP	175	300	AP	201	300	HE	53	360
japan	HT	6	Heavy Tank No. VI	950	100	80	80	370	100	80	80	6.8	-	-	AP	145	220	APCR	194	220	HE	44	270
uk	HT	6	TOG II*	1400	76.2	76.2	50.8	360	114.3	76.2	53.3	3.2	-	-	AP	171	150	APCR	239	150	HE	38	190
uk	HT	6	Churchill VII	960	152.4	95.3	50.8	360	152.4	95.3	95.3	4.2	-	-	AP	148	140	APCR	208	140	HE	38	190
usa	HT	6	M6	870	102	44	41	350	102	83	83	8.1	-	-	AP	160	240	APCR	243	240	HE	45	320
ussr	HT	6	KV-2	860	75	75	70	330	75	75	70	9.7	-	-	AP	167	300	APCR	219	300	HE	54	360
ussr	HT	6	KV-85	870	75	60	60	340	100	90	90	8.5	-	-	AP	170	250	APCR	210	250	HE	50	330
ussr	HT	6	KV-85	870	75	60	60	340	100	90	90	14.7	-	-	AP	175	390	APCR	217	390	HE	61	530
ussr	HT	6	T-150	880	90	90	75	330	100	100	75	9.7	-	-	AP	167	300	APCR	219	300	HE	54	360
china	LT	6	Type 64	580	25.4	12.7	19.1	390	25.4	12.7	12.7	3.2	-	-	AP	128	115	APCR	177	115	HE	38	185
china	LT	6	59-16	600	30	20	20	360	45	30	20	4.5	-	-	AP	138	115	APCR	180	115	HE	38	165
france	LT	6	AMX 12 t	580	50	20	15	360	30	20	20	4.5	-	-	AP	144	135	APCR	202	135	HE	38	175
germany	LT	6	VK 28.01	610	50	30	30	380	50	30	30	4.2	-	-	AP	132	110	APCR	158	110	HE	38	175
usa	LT	6	T21	600	28.6	25.4	22.2	380	28.6	25.4	25.4	3.2	-	-	AP	130	115	APCR	177	115	HE	38	185
usa	LT	6	T21	600	28.6	25.4	22.2	380	28.6	25.4	25.4	4.2	-	-	AP	120	115	APCR	177	115	HE	38	185
usa	LT	6	T37	610	25.4	25.4	19.1	370	31.8	25.4	25.4	3.2	-	-	AP	126	115	APCR	160	115	HE	38	185
usa	LT	6	T37	610	25.4	25.4	19.1	370	31.8	25.4	25.4	3.2	-	-	AP	120	115	APCR	160	115	HE	38	185
ussr	LT	6	MT-25	590	45	40	40	360	45	40	40	4.5	-	-	AP	125	115	APCR	156	110	HE	39	165
china	MT	6	Type 58	750	45	45	40	370	90	75	52	5.7	-	-	AP	126	160	APCR	167	160	HE	43	280
china	MT	6	Type 58	750	45	45	40	370	90	75	52	5.7	-	-	AP	128	160	APCR	172	160	HE	43	280
czech	MT	6	�_koda T 25	730	50	35	35	360	50	35	35	4	-	-	AP	132	110	APCR	185	110	HE	38	175
czech	MT	6	�_koda T 40	700	65	40	30	370	65	40	40	6.8	-	-	AP	145	220	HEAT	200	220	HE	44	270
germany	MT	6	VK 30.01 (D)	770	60	40	50	370	80	45	45	4.5	-	-	AP	150	135	APCR	194	135	HE	38	175
germany	MT	6	VK 30.01 (P)	750	75	62	40	370	100	80	80	6.8	-	-	AP	145	220	APCR	194	220	HE	44	270
germany	MT	6	Pz.Kpfw. IV Schmalturm	730	80	30	20	370	120	60	60	4.6	-	-	AP	150	135	APCR	194	135	HE	38	175
germany	MT	6	VK 30.02 (M)	840	85	40	40	370	100	45	45	4.5	-	-	AP	150	135	APCR	194	135	HE	38	175
japan	MT	6	Type 4 Chi-To	820	75	35	35	360	75	35	50	5	-	-	AP	155	130	AP	186	130	HE	38	175
sweden	MT	6	Strv 74	750	55	30	20	360	20	20	20	6	-	-	AP	120	150	AP	148	150	HE	38	185
sweden	MT	6	Strv 74	750	55	30	20	360	20	20	20	6	-	-	AP	148	150	APCR	200	150	HE	38	185
sweden	MT	6	Strv m/42-57 Alt A.2	700	55	30	20	350	40	20	20	6	-	-	AP	148	150	APCR	190	150	HE	38	185
uk	MT	6	Cromwell B	750	63.5	42.9	31.8	360	76.2	63.5	57.2	4	-	-	AP	145	135	APCR	202	135	HE	38	175
uk	MT	6	Cromwell	750	63.5	42.9	31.8	360	76.2	63.5	57.2	4	-	-	AP	145	135	APCR	202	135	HE	38	175
uk	MT	6	Sherman Firefly	750	50.8	38.1	38.1	370	76.2	50.8	50.8	3.2	-	-	AP	171	150	APCR	239	150	HE	38	190
uk	MT	6	AC 4 Experimental	750	65	45	45	360	65	65	65	3.2	-	-	AP	171	150	APCR	239	150	HE	38	190
usa	MT	6	M4A3E8 Fury	750	63.5	38.1	38.1	370	63.5	63.5	63.5	3.2	-	-	AP	128	115	APCR	177	115	HE	38	185
usa	MT	6	M4A3E2 Sherman Jumbo	760	101.6	76.2	38.1	370	63.5	63.5	63.5	3.2	-	-	AP	128	115	APCR	177	115	HE	38	185
usa	MT	6	M4A3E2 Sherman Jumbo	760	101.6	76.2	38.1	370	63.5	63.5	63.5	4.2	-	-	AP	128	115	APCR	177	115	HE	38	185
usa	MT	6	M4A3E8 Thunderbolt VII	750	123.5	38.1	38.1	370	63.5	63.5	63.5	3.2	-	-	AP	128	115	APCR	177	115	HE	38	185
usa	MT	6	M4A3E8 Sherman	750	63.5	38	38	370	76.2	51	51	4.2	-	-	AP	128	115	APCR	177	115	HE	38	185
usa	MT	6	M4A3E8 Sherman	750	63.5	38	38	370	76.2	51	51	3.2	-	-	AP	128	115	APCR	177	115	HE	38	185
ussr	MT	6	Т-34-85 Rudy	720	45	45	40	365	90	75	52	5	-	-	AP	144	180	APCR	194	180	HE	44	300
ussr	MT	6	A-43	730	60	45	40	360	75	75	75	4.5	-	-	AP	125	115	APCR	156	110	HE	39	165
ussr	MT	6	A-43	730	60	45	40	360	75	75	75	2.8	-	-	AP	112	85	APCR	189	85	HE	29	95
ussr	MT	6	T-34-85M	720	75	45	45	360	90	75	52	5	-	-	AP	144	180	APCR	194	180	HE	44	300
ussr	MT	6	T-34-85	720	45	45	40	360	90	75	52	5.8	-	-	AP	144	180	APCR	194	180	HE	44	300
france	SPG	6	AMX 13 F3 AM	270	40	20	15	270	-	-	-	19.4	-	-	HE	39	700	-	-	-	-	-	-
germany	SPG	6	Hummel	300	30	20	20	265	-	-	-	19.4	-	-	HE	39	680	-	-	-	-	-	-
uk	SPG	6	FV304	280	14	14	14	255	-	-	-	15.8	-	-	HE	28	450	-	-	-	-	-	-
usa	SPG	6	M44	280	12.7	12.7	12.7	265	-	-	-	17.8	-	-	HE	39	550	-	-	-	-	-	-
ussr	SPG	6	SU-8	270	30	20	20	260	-	-	-	12.4	-	-	HE	30	500	-	-	-	-	-	-
ussr	SPG	6	SU-8	270	30	20	20	260	-	-	-	20.2	-	-	HE	38	600	-	-	-	-	-	-
france	TD	6	ARL V39	610	60	40	60	350	-	-	-	7.4	-	-	AP	212	240	APCR	259	240	HE	45	320
germany	TD	6	Jagdpanzer IV	600	80	40	22	350	-	-	-	5.8	-	-	AP	145	220	APCR	194	220	HE	44	270
germany	TD	6	Dicker Max	550	50	20	20	400	-	-	-	7.4	-	-	AP	169	300	APCR	227	300	HE	53	380
germany	TD	6	Nashorn	600	30	20	20	360	-	-	-	6	-	-	AP	203	240	APCR	237	240	HE	44	295
sweden	TD	6	Ikv 65 Alt II	580	15	10	10	330	-	-	-	8.1	-	-	AP	180	240	HEAT	230	240	HE	45	320
uk	TD	6	Achilles	640	38.1	19.1	19.1	370	-	-	-	3.2	-	-	AP	171	150	APCR	239	150	HE	38	190
uk	TD	6	AT 8	800	203.2	101.6	101.6	330	-	-	-	3.2	-	-	AP	171	150	APCR	239	150	HE	38	190
uk	TD	6	AT 8	800	203.2	101.6	101.6	330	-	-	-	4.2	-	-	AP	148	140	APCR	208	140	HE	38	190
uk	TD	6	Churchill Gun Carrier	650	88.9	63.5	50.8	340	-	-	-	6.8	-	-	AP	214	250	APCR	246	250	HE	47	330
usa	TD	6	M18 Hellcat	570	12.7	12.7	12.7	370	-	-	-	7.5	-	-	AP	160	240	APCR	243	240	HE	45	320
usa	TD	6	M36 Jackson	590	114	25	25	370	-	-	-	7.5	-	-	AP	160	240	APCR	243	240	HE	45	320
ussr	TD	6	SU-100Y	700	60	60	60	350	-	-	-	13.5	-	-	AP	171	510	AP	196	440	HE	65	580
ussr	TD	6	SU-100	580	75	45	45	350	-	-	-	7	-	-	AP	175	250	APCR	235	250	HE	50	330
ussr	TD	6	SU-100	580	75	45	45	350	-	-	-	13.3	-	-	AP	175	390	APCR	217	390	HE	61	530
ussr	TD	6	SU-100	580	75	45	45	350	-	-	-	5.3	-	-	AP	144	180	APCR	194	180	HE	44	300
china	HT	7	IS-2	1280	90	90	60	350	100	90	90	12.3	-	-	AP	175	390	HEAT	250	390	HE	61	530
china	HT	7	IS-2	1280	90	90	60	350	100	90	90	12.3	-	-	AP	175	390	HEAT	250	390	HE	61	530
france	HT	7	AMX M4 mle. 45	1350	90	40	40	360	100	70	40	7.4	-	-	AP	212	240	APCR	259	240	HE	45	320
germany	HT	7	Tiger I	1500	100	80	80	380	100	80	80	7.7	-	-	AP	203	240	APCR	237	240	HE	44	295
germany	HT	7	VK 45.03	1400	100	80	80	380	100	80	80	6.9	-	-	AP	203	240	APCR	237	240	HE	44	295
germany	HT	7	Tiger (P)	1450	200	80	80	380	100	80	80	7.7	-	-	AP	203	240	APCR	237	240	HE	44	295
japan	HT	7	O-Ni	1550	175	70	150	380	200	150	150	10.8	-	-	AP	190	330	AP	215	330	HE	53	430
uk	HT	7	FV201 (A45)	1500	76.2	50.8	38.1	380	152.4	88.9	88.9	3.2	-	-	AP	171	150	APCR	239	150	HE	38	190
uk	HT	7	Black Prince	1450	152.4	95.3	50.8	370	240	95.2	101.6	3.2	-	-	AP	171	150	APCR	239	150	HE	38	190
uk	HT	7	Black Prince	1450	152.4	95.3	50.8	370	240	95.2	101.6	4.2	-	-	AP	148	140	APCR	208	140	HE	38	190
usa	HT	7	T29	1250	102	76	51	380	279.4	127	102	9.4	-	-	AP	198	320	APCR	245	320	HE	53	420
ussr	HT	7	IS-2	1280	100	90	60	350	100	90	90	12.3	-	-	AP	175	390	APCR	217	390	HE	61	530
ussr	HT	7	KV-3	1400	120	90	90	340	130	130	130	12.3	-	-	AP	175	390	APCR	217	390	HE	61	530
ussr	HT	7	KV-122	1200	75	60	60	360	100	90	90	12.3	-	-	AP	175	390	APCR	217	390	HE	61	530
ussr	HT	7	IS	1230	120	90	60	350	100	90	90	12.3	-	-	AP	175	390	APCR	217	390	HE	61	530
china	LT	7	Type 62	880	35	20	20	390	45	30	20	5.7	-	-	AP	145	180	HEAT	220	180	HE	43	300
china	LT	7	WZ-131	900	35	20	20	370	45	30	20	5.1	-	-	AP	159	200	HEAT	230	200	HE	43	320
france	LT	7	AMX 13 57 GF	890	50	20	15	390	40	20	20	2.2	-	-	AP	143	90	APCR	195	90	-	-	-
france	LT	7	AMX 13 75	850	50	20	15	370	40	20	20	4.5	-	-	AP	144	135	APCR	202	135	HE	38	175
germany	LT	7	Spähpanzer SP I C	880	10	10	10	390	15	10	10	7	-	-	AP	158	220	HEAT	210	220	HE	45	270
usa	LT	7	T71	840	25.4	22.2	19.1	390	22.2	22.2	22.2	3.2	-	-	APCR	145	150	HEAT	210	150	HE	38	185
usa	LT	7	T71 CMCD	840	25.4	22.2	19.1	400	22.2	22.2	22.2	4	-	-	APCR	175	150	HEAT	210	150	HE	38	185
ussr	LT	7	LTG	880	40	40	40	360	110	80	80	5.8	-	-	AP	144	180	APCR	194	180	HE	44	300
china	MT	7	T-34-1	1050	60	45	40	370	170	120	60	8	-	-	AP	175	250	APCR	235	250	HE	50	330
czech	MT	7	Konštrukta T-34/100	1100	45	45	45	370	90	75	52	4	-	-	AP	175	250	HEAT	250	250	HE	50	330
germany	MT	7	Panther	1300	85	50	40	380	120	60	60	4.4	-	-	AP	198	135	APCR	244	135	HE	38	175
germany	MT	7	Panther/M10	1300	85	50	40	365	100	45	45	4.5	-	-	AP	150	135	APCR	194	135	HE	38	175
germany	MT	7	VK 30.02 (D)	1250	80	45	50	380	120	60	60	6.8	-	-	AP	145	220	APCR	194	220	HE	44	270
japan	MT	7	Type 5 Chi-Ri	1250	75	35	35	370	75	50	50	5	-	-	AP	155	130	AP	186	130	HE	38	175
japan	MT	7	Type 5 Chi-Ri	1250	75	35	35	370	75	50	50	5	-	-	AP	155	130	AP	186	130	HE	38	175
sweden	MT	7	Leo	1100	70	30	20	370	70	30	20	8	-	-	AP	155	300	APCR	194	300	HE	53	410
uk	MT	7	Comet	1150	76.2	42.9	31.8	380	101.6	63.5	57.2	4.2	-	-	AP	148	140	APCR	208	140	HE	38	190
usa	MT	7	T20	1100	63.5	50.8	38.1	390	88.9	63.5	63.5	8.1	-	-	AP	160	240	APCR	243	240	HE	45	320
usa	MT	7	T23E3	1050	76.2	50.8	38.1	380	76.2	63.5	63.5	4.2	-	-	AP	149	115	APCR	190	115	HE	38	185
ussr	MT	7	A-44	1100	150	60	60	370	90	90	90	9.7	-	-	AP	167	300	APCR	219	300	HE	54	360
ussr	MT	7	T-43	1100	75	75	75	370	90	90	90	5.8	-	-	AP	144	180	APCR	194	180	HE	44	300
ussr	MT	7	KV-13	1120	120	85	85	360	100	90	90	5.8	-	-	AP	144	180	APCR	194	180	HE	44	300
france	SPG	7	Lorraine 155 mle. 50	340	40	30	20	270	-	-	-	19.4	-	-	HE	40	700	HE	40	700	-	-	-
germany	SPG	7	G.W. Panther	360	50	30	20	275	-	-	-	18.2	-	-	HE	39	680	HE	39	680	-	-	-
uk	SPG	7	Crusader 5.5-in. SP	350	28.3	28.3	12	275	-	-	-	15.8	-	-	HE	35	600	HE	35	600	-	-	-
usa	SPG	7	M12	350	50.8	19.1	19.1	270	-	-	-	17.8	-	-	HE	39	700	HE	39	700	-	-	-
ussr	SPG	7	S-51	350	60	60	60	275	-	-	-	43.4	-	-	HE	52	1050	HE	52	1050	-	-	-
ussr	SPG	7	SU-14-1	350	20	20	10	260	-	-	-	43.4	-	-	HE	52	1050	HE	52	1050	-	-	-
france	TD	7	AMX AC mle. 46	820	120	40	40	350	-	-	-	7.4	-	-	AP	212	240	APCR	259	240	HE	45	320
france	TD	7	AMX AC mle. 46	820	120	40	40	350	-	-	-	9.1	-	-	AP	232	300	APCR	263	300	HE	50	400
germany	TD	7	E 25	830	50	30	30	360	-	-	-	4.6	-	-	AP	150	135	APCR	194	135	HE	38	175
germany	TD	7	Jagdpanther	850	80	50	40	350	-	-	-	7.4	-	-	AP	200	320	APCR	244	320	HE	60	420
germany	TD	7	Jagdpanther	850	80	50	40	350	-	-	-	6	-	-	AP	203	240	APCR	237	240	HE	44	295
germany	TD	7	Sturer Emil	850	50	30	30	370	-	-	-	14.2	-	-	AP	231	490	HE	65	630	-	-	-
germany	TD	7	Krupp-Steyr Waffenträger	800	20	10	8	360	-	-	-	6.8	-	-	AP	203	240	APCR	237	240	HE	44	295
sweden	TD	7	Ikv 90 Typ B	800	15	12	12	340	-	-	-	7.5	-	-	AP	210	240	HEAT	250	240	HE	45	320
uk	TD	7	AT 15A	1050	228.6	152.4	101.6	350	-	-	-	3.2	-	-	AP	171	150	APCR	239	150	HE	38	190
uk	TD	7	AT 7	1250	203.2	101.6	101.6	350	-	-	-	3.2	-	-	AP	226	230	APCR	258	230	HE	42	280
uk	TD	7	Challenger	900	88.9	50.8	38.1	370	-	-	-	3.2	-	-	AP	171	150	APCR	239	150	HE	38	190
usa	TD	7	T25/2	850	76.2	50.8	38.1	380	-	-	-	7.5	-	-	AP	170	240	APCR	258	240	HE	45	320
usa	TD	7	T25 AT	840	88.9	76.2	38.1	350	-	-	-	8.3	-	-	AP	198	320	APCR	245	320	HE	53	420
usa	TD	7	T25 AT	840	88.9	76.2	38.1	350	-	-	-	7.5	-	-	AP	170	240	APCR	258	240	HE	45	320
usa	TD	7	M56 Scorpion	820	1	1	1	350	-	-	-	7.5	-	-	AP	219	240	HEAT	275	240	HE	45	320
usa	TD	7	T28 Concept	880	203.2	101.6	50.8	370	-	-	-	11	-	-	AP	181	320	APCR	224	320	HE	53	420
ussr	TD	7	SU-152	870	75	60	60	330	-	-	-	7.4	-	-	AP	175	390	APCR	217	390	HE	64	530
ussr	TD	7	ISU-122S	870	90	90	60	350	-	-	-	7.4	-	-	AP	175	390	APCR	217	390	HE	64	530
ussr	TD	7	SU-122-44	840	90	75	45	330	-	-	-	7.3	-	-	AP	175	390	APCR	217	390	HE	64	530
ussr	TD	7	SU-100M1	830	90	75	45	360	-	-	-	6.8	-	-	AP	183	250	APCR	235	250	HE	50	330
ussr	TD	7	SU-100M1	830	90	75	45	360	-	-	-	8	-	-	AP	175	250	APCR	235	250	HE	50	330
china	HT	8	110	1550	120	90	60	380	201	148	50	8	-	-	AP	215	320	APCR	265	320	HE	50	420
china	HT	8	WZ-111	1550	120	120	60	380	230	120	60	12.3	-	-	AP	175	390	HEAT	250	390	HE	61	530
china	HT	8	112	1500	120	120	60	380	240	130	60	12.3	-	-	AP	175	390	HEAT	250	390	HE	61	530
france	HT	8	FCM 50 t	1500	120	80	80	400	120	80	60	7.4	-	-	AP	212	240	APCR	259	240	HE	45	320
france	HT	8	AMX 50 100	1400	90	35	30	380	90	30	30	7.4	-	-	AP	212	240	APCR	259	240	HE	45	320
france	HT	8	AMX 50 100	1400	90	35	30	380	90	30	30	9.1	-	-	AP	232	300	APCR	263	300	HE	50	400
france	HT	8	AMX M4 mle. 49	1500	190	55	40	370	250	120	60	4	-	-	AP	232	300	APCR	263	300	HE	50	400
france	HT	8	AMX M4 mle. 49 Liberté	1500	190	55	40	370	250	120	60	4	-	-	AP	232	300	APCR	263	300	HE	50	400
germany	HT	8	Tiger II	1600	150	80	80	390	185	80	80	10.8	-	-	AP	225	320	APCR	285	320	HE	60	420
germany	HT	8	VK 100.01 (P)	1700	200	130	120	400	230	160	140	14.7	-	-	AP	220	440	APCR	260	440	HE	65	630
germany	HT	8	VK 45.02 (P) Ausf. A	1570	150	80	80	390	185	80	80	10.2	-	-	AP	200	320	APCR	244	320	HE	60	420
germany	HT	8	VK 45.02 (P) Ausf. A	1570	150	80	80	390	185	80	80	7.7	-	-	AP	203	240	APCR	237	240	HE	44	295
germany	HT	8	Löwe	1650	150	100	80	400	120	80	80	12	-	-	AP	234	320	APCR	294	320	HE	60	420
japan	HT	8	O-Ho	1700	200	105	150	380	200	200	200	10.8	-	-	AP	215	330	HE	53	430	-	-	-
sweden	HT	8	Emil I	1400	100	20	30	360	180	35	20	8.8	-	-	APCR	217	320	APCR	242	320	HE	53	420
uk	HT	8	Caernarvon	1600	130	50.8	38.1	400	198.1	152.4	95.3	3.2	-	-	AP	226	230	APCR	258	230	HE	42	280
usa	HT	8	Chrysler K GF	1500	152.4	101.6	76.2	380	254	127	88.9	11	-	-	AP	198	320	APCR	260	320	HE	53	420
usa	HT	8	T34	1500	102	76	51	380	279.4	127	203	12	-	-	AP	248	400	APCR	297	400	HE	60	515
usa	HT	8	T34 B	1500	102	76	51	380	279.4	127	203	12	-	-	AP	248	400	APCR	297	400	HE	60	515
usa	HT	8	M6A2E1	1500	191	66	51	380	229	89	208	11.8	-	-	AP	198	320	APCR	245	320	HE	53	420
usa	HT	8	T26E5	1500	152.4	76.2	50.8	390	190.5	114.3	127	4	-	-	APCR	230	240	APCR	259	240	HE	45	320
